"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2017","Euro area (18 countries)","Total","Median equivalised net income","National currency",":",""
"2017","Euro area (18 countries)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Euro area (18 countries)","Single person","Median equivalised net income","Euro","17,142",""
"2017","Euro area (18 countries)","Single person","Median equivalised net income","National currency",":",""
"2017","Euro area (18 countries)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Euro","14,079",""
"2017","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2017","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Belgium","Total","Median equivalised net income","Euro","22,777",""
"2017","Belgium","Total","Median equivalised net income","National currency","22,777",""
"2017","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","20,937",""
"2017","Belgium","Single person","Median equivalised net income","Euro","17,700",""
"2017","Belgium","Single person","Median equivalised net income","National currency","17,700",""
"2017","Belgium","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,271",""
"2017","Belgium","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Belgium","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Belgium","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Belgium","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Belgium","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Belgium","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Belgium","Single person with dependent children","Median equivalised net income","Euro","15,239",""
"2017","Belgium","Single person with dependent children","Median equivalised net income","National currency","15,239",""
"2017","Belgium","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,008",""
"2017","Bulgaria","Total","Median equivalised net income","Euro","3,588",""
"2017","Bulgaria","Total","Median equivalised net income","National currency","7,017",""
"2017","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","7,522",""
"2017","Bulgaria","Single person","Median equivalised net income","Euro","2,397",""
"2017","Bulgaria","Single person","Median equivalised net income","National currency","4,689",""
"2017","Bulgaria","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,026",""
"2017","Bulgaria","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Bulgaria","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Bulgaria","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Bulgaria","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Bulgaria","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Bulgaria","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Bulgaria","Single person with dependent children","Median equivalised net income","Euro","2,963",""
"2017","Bulgaria","Single person with dependent children","Median equivalised net income","National currency","5,795",""
"2017","Bulgaria","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,212",""
"2017","Czechia","Total","Median equivalised net income","Euro","8,282",""
"2017","Czechia","Total","Median equivalised net income","National currency","223,891",""
"2017","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","12,632",""
"2017","Czechia","Single person","Median equivalised net income","Euro","6,101",""
"2017","Czechia","Single person","Median equivalised net income","National currency","164,930",""
"2017","Czechia","Single person","Median equivalised net income","Purchasing power standard (PPS)","9,305",""
"2017","Czechia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Czechia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Czechia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Czechia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Czechia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Czechia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Czechia","Single person with dependent children","Median equivalised net income","Euro","5,763",""
"2017","Czechia","Single person with dependent children","Median equivalised net income","National currency","155,809",""
"2017","Czechia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","8,791",""
"2017","Denmark","Total","Median equivalised net income","Euro","29,383",""
"2017","Denmark","Total","Median equivalised net income","National currency","218,764",""
"2017","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","20,945",""
"2017","Denmark","Single person","Median equivalised net income","Euro","23,517",""
"2017","Denmark","Single person","Median equivalised net income","National currency","175,091",""
"2017","Denmark","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,764",""
"2017","Denmark","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Denmark","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Denmark","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Denmark","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Denmark","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Denmark","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Denmark","Single person with dependent children","Median equivalised net income","Euro","22,932",""
"2017","Denmark","Single person with dependent children","Median equivalised net income","National currency","170,736",""
"2017","Denmark","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","16,347",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","21,906",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","21,906",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","21,236",""
"2017","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Euro","17,875",""
"2017","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","National currency","17,875",""
"2017","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Purchasing power standard (PPS)","17,328",""
"2017","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Euro","15,308",""
"2017","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","National currency","15,308",""
"2017","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,840",""
"2017","Estonia","Total","Median equivalised net income","Euro","9,389",""
"2017","Estonia","Total","Median equivalised net income","National currency","9,389",""
"2017","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","12,508",""
"2017","Estonia","Single person","Median equivalised net income","Euro","5,252",""
"2017","Estonia","Single person","Median equivalised net income","National currency","5,252",""
"2017","Estonia","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,997",""
"2017","Estonia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Estonia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Estonia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Estonia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Estonia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Estonia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Estonia","Single person with dependent children","Median equivalised net income","Euro","7,339",""
"2017","Estonia","Single person with dependent children","Median equivalised net income","National currency","7,339",""
"2017","Estonia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","9,777",""
"2017","Ireland","Total","Median equivalised net income","Euro","22,879",""
"2017","Ireland","Total","Median equivalised net income","National currency","22,879",""
"2017","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","18,186",""
"2017","Ireland","Single person","Median equivalised net income","Euro","15,821",""
"2017","Ireland","Single person","Median equivalised net income","National currency","15,821",""
"2017","Ireland","Single person","Median equivalised net income","Purchasing power standard (PPS)","12,577",""
"2017","Ireland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Ireland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Ireland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Ireland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Ireland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Ireland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Ireland","Single person with dependent children","Median equivalised net income","Euro","14,548",""
"2017","Ireland","Single person with dependent children","Median equivalised net income","National currency","14,548",""
"2017","Ireland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,564",""
"2017","Greece","Total","Median equivalised net income","Euro","7,611",""
"2017","Greece","Total","Median equivalised net income","National currency","7,611",""
"2017","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","9,031",""
"2017","Greece","Single person","Median equivalised net income","Euro","7,355",""
"2017","Greece","Single person","Median equivalised net income","National currency","7,355",""
"2017","Greece","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,727",""
"2017","Greece","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Greece","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Greece","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Greece","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Greece","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Greece","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Greece","Single person with dependent children","Median equivalised net income","Euro","6,120",""
"2017","Greece","Single person with dependent children","Median equivalised net income","National currency","6,120",""
"2017","Greece","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,261",""
"2017","Spain","Total","Median equivalised net income","Euro","14,207",""
"2017","Spain","Total","Median equivalised net income","National currency","14,207",""
"2017","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","15,512",""
"2017","Spain","Single person","Median equivalised net income","Euro","12,716",""
"2017","Spain","Single person","Median equivalised net income","National currency","12,716",""
"2017","Spain","Single person","Median equivalised net income","Purchasing power standard (PPS)","13,884",""
"2017","Spain","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Spain","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Spain","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Spain","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Spain","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Spain","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Spain","Single person with dependent children","Median equivalised net income","Euro","9,913",""
"2017","Spain","Single person with dependent children","Median equivalised net income","National currency","9,913",""
"2017","Spain","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","10,824",""
"2017","France","Total","Median equivalised net income","Euro","22,095",""
"2017","France","Total","Median equivalised net income","National currency","22,095",""
"2017","France","Total","Median equivalised net income","Purchasing power standard (PPS)","20,463",""
"2017","France","Single person","Median equivalised net income","Euro","20,825",""
"2017","France","Single person","Median equivalised net income","National currency","20,825",""
"2017","France","Single person","Median equivalised net income","Purchasing power standard (PPS)","19,287",""
"2017","France","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","France","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","France","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","France","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","France","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","France","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","France","Single person with dependent children","Median equivalised net income","Euro","15,647",""
"2017","France","Single person with dependent children","Median equivalised net income","National currency","15,647",""
"2017","France","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,491",""
"2017","Croatia","Total","Median equivalised net income","Euro","6,210",""
"2017","Croatia","Total","Median equivalised net income","National currency","46,783",""
"2017","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)","9,470",""
"2017","Croatia","Single person","Median equivalised net income","Euro","3,982",""
"2017","Croatia","Single person","Median equivalised net income","National currency","30,000",""
"2017","Croatia","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,073",""
"2017","Croatia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Croatia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Croatia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Croatia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Croatia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Croatia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Croatia","Single person with dependent children","Median equivalised net income","Euro","4,571",""
"2017","Croatia","Single person with dependent children","Median equivalised net income","National currency","34,438",""
"2017","Croatia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,971",""
"2017","Italy","Total","Median equivalised net income","Euro","16,542",""
"2017","Italy","Total","Median equivalised net income","National currency","16,542",""
"2017","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","16,506",""
"2017","Italy","Single person","Median equivalised net income","Euro","15,958",""
"2017","Italy","Single person","Median equivalised net income","National currency","15,958",""
"2017","Italy","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,923",""
"2017","Italy","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Italy","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Italy","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Italy","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Italy","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Italy","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Italy","Single person with dependent children","Median equivalised net income","Euro","12,275",""
"2017","Italy","Single person with dependent children","Median equivalised net income","National currency","12,275",""
"2017","Italy","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","12,248",""
"2017","Cyprus","Total","Median equivalised net income","Euro","14,497",""
"2017","Cyprus","Total","Median equivalised net income","National currency","14,497",""
"2017","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)","16,477",""
"2017","Cyprus","Single person","Median equivalised net income","Euro","12,438",""
"2017","Cyprus","Single person","Median equivalised net income","National currency","12,438",""
"2017","Cyprus","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,136",""
"2017","Cyprus","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Cyprus","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Cyprus","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Cyprus","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Cyprus","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Cyprus","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Cyprus","Single person with dependent children","Median equivalised net income","Euro","10,823",""
"2017","Cyprus","Single person with dependent children","Median equivalised net income","National currency","10,823",""
"2017","Cyprus","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","12,301",""
"2017","Latvia","Total","Median equivalised net income","Euro","6,607",""
"2017","Latvia","Total","Median equivalised net income","National currency","6,607",""
"2017","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)","9,224",""
"2017","Latvia","Single person","Median equivalised net income","Euro","3,675",""
"2017","Latvia","Single person","Median equivalised net income","National currency","3,675",""
"2017","Latvia","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,130",""
"2017","Latvia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Latvia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Latvia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Latvia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Latvia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Latvia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Latvia","Single person with dependent children","Median equivalised net income","Euro","5,038",""
"2017","Latvia","Single person with dependent children","Median equivalised net income","National currency","5,038",""
"2017","Latvia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,033",""
"2017","Lithuania","Total","Median equivalised net income","Euro","6,135",""
"2017","Lithuania","Total","Median equivalised net income","National currency","6,135",""
"2017","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","9,787",""
"2017","Lithuania","Single person","Median equivalised net income","Euro","3,793",""
"2017","Lithuania","Single person","Median equivalised net income","National currency","3,793",""
"2017","Lithuania","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,051",""
"2017","Lithuania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Lithuania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Lithuania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Lithuania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Lithuania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Lithuania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Lithuania","Single person with dependent children","Median equivalised net income","Euro","3,756",""
"2017","Lithuania","Single person with dependent children","Median equivalised net income","National currency","3,756",""
"2017","Lithuania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,991",""
"2017","Luxembourg","Total","Median equivalised net income","Euro","36,102",""
"2017","Luxembourg","Total","Median equivalised net income","National currency","36,102",""
"2017","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","29,362",""
"2017","Luxembourg","Single person","Median equivalised net income","Euro","33,334",""
"2017","Luxembourg","Single person","Median equivalised net income","National currency","33,334",""
"2017","Luxembourg","Single person","Median equivalised net income","Purchasing power standard (PPS)","27,111",""
"2017","Luxembourg","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Luxembourg","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Luxembourg","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Luxembourg","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Luxembourg","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Luxembourg","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Luxembourg","Single person with dependent children","Median equivalised net income","Euro","22,500",""
"2017","Luxembourg","Single person with dependent children","Median equivalised net income","National currency","22,500",""
"2017","Luxembourg","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","18,300",""
"2017","Hungary","Total","Median equivalised net income","Euro","4,993",""
"2017","Hungary","Total","Median equivalised net income","National currency","1,554,940",""
"2017","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","8,313",""
"2017","Hungary","Single person","Median equivalised net income","Euro","4,383",""
"2017","Hungary","Single person","Median equivalised net income","National currency","1,365,000",""
"2017","Hungary","Single person","Median equivalised net income","Purchasing power standard (PPS)","7,298",""
"2017","Hungary","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Hungary","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Hungary","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Hungary","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Hungary","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Hungary","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Hungary","Single person with dependent children","Median equivalised net income","Euro","3,619",""
"2017","Hungary","Single person with dependent children","Median equivalised net income","National currency","1,127,000",""
"2017","Hungary","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,025",""
"2017","Malta","Total","Median equivalised net income","Euro","14,496",""
"2017","Malta","Total","Median equivalised net income","National currency","14,496",""
"2017","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","17,839",""
"2017","Malta","Single person","Median equivalised net income","Euro","10,946",""
"2017","Malta","Single person","Median equivalised net income","National currency","10,946",""
"2017","Malta","Single person","Median equivalised net income","Purchasing power standard (PPS)","13,470",""
"2017","Malta","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Malta","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Malta","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Malta","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Malta","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Malta","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Malta","Single person with dependent children","Median equivalised net income","Euro","9,279",""
"2017","Malta","Single person with dependent children","Median equivalised net income","National currency","9,279",""
"2017","Malta","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,419",""
"2017","Netherlands","Total","Median equivalised net income","Euro","23,563",""
"2017","Netherlands","Total","Median equivalised net income","National currency","23,563",""
"2017","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","21,186",""
"2017","Netherlands","Single person","Median equivalised net income","Euro","18,697",""
"2017","Netherlands","Single person","Median equivalised net income","National currency","18,697",""
"2017","Netherlands","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,811",""
"2017","Netherlands","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Netherlands","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Netherlands","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Netherlands","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Netherlands","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Netherlands","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Netherlands","Single person with dependent children","Median equivalised net income","Euro","16,697",""
"2017","Netherlands","Single person with dependent children","Median equivalised net income","National currency","16,697",""
"2017","Netherlands","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","15,013",""
"2017","Austria","Total","Median equivalised net income","Euro","24,752",""
"2017","Austria","Total","Median equivalised net income","National currency","24,752",""
"2017","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","23,343",""
"2017","Austria","Single person","Median equivalised net income","Euro","21,900",""
"2017","Austria","Single person","Median equivalised net income","National currency","21,900",""
"2017","Austria","Single person","Median equivalised net income","Purchasing power standard (PPS)","20,653",""
"2017","Austria","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Austria","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Austria","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Austria","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Austria","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Austria","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Austria","Single person with dependent children","Median equivalised net income","Euro","18,076",""
"2017","Austria","Single person with dependent children","Median equivalised net income","National currency","18,076",""
"2017","Austria","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","17,047",""
"2017","Poland","Total","Median equivalised net income","Euro","5,960",""
"2017","Poland","Total","Median equivalised net income","National currency","26,006",""
"2017","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)","11,087",""
"2017","Poland","Single person","Median equivalised net income","Euro","4,790",""
"2017","Poland","Single person","Median equivalised net income","National currency","20,901",""
"2017","Poland","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,910",""
"2017","Poland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Poland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Poland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Poland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Poland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Poland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Poland","Single person with dependent children","Median equivalised net income","Euro","4,752",""
"2017","Poland","Single person with dependent children","Median equivalised net income","National currency","20,733",""
"2017","Poland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","8,839",""
"2017","Portugal","Total","Median equivalised net income","Euro","9,071",""
"2017","Portugal","Total","Median equivalised net income","National currency","9,071",""
"2017","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","10,792",""
"2017","Portugal","Single person","Median equivalised net income","Euro","7,655",""
"2017","Portugal","Single person","Median equivalised net income","National currency","7,655",""
"2017","Portugal","Single person","Median equivalised net income","Purchasing power standard (PPS)","9,107",""
"2017","Portugal","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Portugal","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Portugal","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Portugal","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Portugal","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Portugal","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Portugal","Single person with dependent children","Median equivalised net income","Euro","7,208",""
"2017","Portugal","Single person with dependent children","Median equivalised net income","National currency","7,208",""
"2017","Portugal","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","8,575",""
"2017","Romania","Total","Median equivalised net income","Euro","2,742",""
"2017","Romania","Total","Median equivalised net income","National currency","12,314",""
"2017","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)","5,303",""
"2017","Romania","Single person","Median equivalised net income","Euro","2,349",""
"2017","Romania","Single person","Median equivalised net income","National currency","10,550",""
"2017","Romania","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,543",""
"2017","Romania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Romania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Romania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Romania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Romania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Romania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Romania","Single person with dependent children","Median equivalised net income","Euro","2,186",""
"2017","Romania","Single person with dependent children","Median equivalised net income","National currency","9,816",""
"2017","Romania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","4,227",""
"2017","Slovenia","Total","Median equivalised net income","Euro","12,713",""
"2017","Slovenia","Total","Median equivalised net income","National currency","12,713",""
